"","SCI_NAME_KEY","prev","COM_NAME","SPECIES_CODE","COUNT","X","GROUP","HIGHLIGHT_GROUP"
"307","Ortalis_vetula",4.9998374e-05,"Plain Chachalaca","placha",50635,405,"landbird","landbird"
"308","Oxyura_jamaicensis",2.67590216066685,"Ruddy Duck","rudduc",859290,81,"waterfowl","waterfowl"
"309","Pandion_haliaetus",0.248084355769823,"Osprey","osprey",1381052,52,"landbird","landbird"
"310","Parabuteo_unicinctus",4.9998374e-05,"Harris's Hawk","hrshaw",55450,390,"landbird","landbird"
"311","Parkesia_motacilla",4.9998374e-05,"Louisiana Waterthrush","louwat",161808,282,"landbird","warbler"
"312","Parkesia_noveboracensis",0.000636236744626282,"Northern Waterthrush","norwat",199057,246,"landbird","warbler"
"313","Passer_domesticus",13.5882852157132,"House Sparrow","houspa",3215495,20,"landbird","landbird"
"314","Passerculus_sandwichensis",0.503135474069054,"Savannah Sparrow","savspa",861668,80,"landbird","landbird"
"315","Passerella_iliaca",0.961560404281845,"Fox Sparrow","foxspa",356740,179,"landbird","landbird"
"316","Passerina_amoena",0.000517133679312882,"Lazuli Bunting","lazbun",125416,314,"landbird","landbird"
"317","Passerina_caerulea",0.0033058930833404,"Blue Grosbeak","blugrb1",352531,181,"landbird","landbird"
"318","Passerina_ciris",0.158923632059028,"Painted Bunting","paibun",182064,264,"landbird","landbird"
"319","Passerina_cyanea",0.00205972535409913,"Indigo Bunting","indbun",1003664,70,"landbird","landbird"
"320","Patagioenas_fasciata",0.00288578986261269,"Band-tailed Pigeon","batpig1",169010,276,"landbird","landbird"
"321","Pelecanus_erythrorhynchos",0.0777908105047946,"American White Pelican","amwpel",506642,134,"waterbird","waterbird"
"322","Pelecanus_occidentalis",0.267218019332517,"Brown Pelican","brnpel",715464,93,"waterbird","waterbird"
"323","Petrochelidon_fulva",0.000667005465802942,"Cave Swallow","cavswa",51130,401,"landbird","landbird"
"324","Petrochelidon_pyrrhonota",4.9998374e-05,"Cliff Swallow","cliswa",509484,133,"landbird","landbird"
"325","Peucaea_carpalis",4.9998374e-05,"Rufous-winged Sparrow","ruwspa",35915,438,"landbird","landbird"
"326","Peucaea_cassinii",4.9998374e-05,"Cassin's Sparrow","casspa",31300,460,"landbird","landbird"
"327","Phainopepla_nitens",4.9998374e-05,"Phainopepla","phaino",177110,268,"landbird","landbird"
"328","Phalacrocorax_auritus",2.54274203923609,"Double-crested Cormorant","doccor",2461052,28,"waterbird","waterbird"
"329","Phalacrocorax_brasilianus",4.9998374e-05,"Neotropic Cormorant","neocor",197194,250,"waterbird","waterbird"
"330","Phalacrocorax_carbo",0.202901660114033,"Great Cormorant","grecor",51987,396,"waterbird","waterbird"
"331","Phalacrocorax_pelagicus",4.9998374e-05,"Pelagic Cormorant","pelcor",83822,347,"waterbird","waterbird"
"332","Phalacrocorax_penicillatus",4.9998374e-05,"Brandt's Cormorant","bracor",137208,302,"waterbird","waterbird"
"333","Phalaropus_fulicarius",0.000432775194604683,"Red Phalarope","redpha1",24898,490,"shorebird","shorebird"
"334","Phalaropus_lobatus",4.9998374e-05,"Red-necked Phalarope","renpha",74875,364,"shorebird","shorebird"
"335","Phalaropus_tricolor",4.9998374e-05,"Wilson's Phalarope","wilpha",100568,335,"shorebird","shorebird"
"336","Phasianus_colchicus",0.0413078026232686,"Ring-necked Pheasant","rinphe",138940,301,"landbird","landbird"
"337","Pheucticus_ludovicianus",0.00327938028010876,"Rose-breasted Grosbeak","robgro",463685,142,"landbird","landbird"
"338","Pheucticus_melanocephalus",4.9998374e-05,"Black-headed Grosbeak","bkhgro",289323,199,"landbird","landbird"
"339","Phoebastria_nigripes",4.9998374e-05,"Black-footed Albatross","bkfalb",23928,496,"waterbird","waterbird"
"340","Pica_hudsonia",6.83962173390538e-05,"Black-billed Magpie","bkbmag1",317199,188,"landbird","landbird"
"341","Pica_nuttalli",4.9998374e-05,"Yellow-billed Magpie","yebmag",44684,420,"landbird","landbird"
"342","Pipilo_chlorurus",0.00272851590955125,"Green-tailed Towhee","gnttow",107387,328,"landbird","landbird"
"343","Pipilo_erythrophthalmus",2.9256736450199,"Eastern Towhee","eastow",1531466,46,"landbird","landbird"
"344","Pipilo_maculatus",0.0117170968428035,"Spotted Towhee","spotow",770467,88,"landbird","landbird"
"345","Piranga_flava",4.9998374e-05,"Hepatic Tanager","heptan",31619,458,"landbird","landbird"
"346","Piranga_ludoviciana",0.0933844561224422,"Western Tanager","westan",240455,219,"landbird","landbird"
"347","Piranga_olivacea",4.9998374e-05,"Scarlet Tanager","scatan",439463,152,"landbird","landbird"
"348","Piranga_rubra",0.0464154310879863,"Summer Tanager","sumtan",375057,171,"landbird","landbird"
"349","Pitangus_sulphuratus",4.9998374e-05,"Great Kiskadee","grekis",109802,326,"landbird","landbird"
"350","Platalea_ajaja",0.00365547933826347,"Roseate Spoonbill","rosspo1",188909,257,"waterbird","wading"
"351","Plectrophenax_nivalis",0.623293809056902,"Snow Bunting","snobun",47310,413,"landbird","landbird"
"352","Plegadis_chihi",0.000875292355833873,"White-faced Ibis","whfibi",216811,234,"waterbird","wading"
"353","Plegadis_falcinellus",0.00671493574423554,"Glossy Ibis","gloibi",217052,233,"waterbird","wading"
"354","Pluvialis_dominica",4.9998374e-05,"American Golden-Plover","amgplo",41663,429,"shorebird","shorebird"
"355","Pluvialis_squatarola",0.0348125897341661,"Black-bellied Plover","bkbplo",404776,162,"shorebird","shorebird"
"356","Podiceps_auritus",1.10932388041537,"Horned Grebe","horgre",328644,183,"waterbird","waterbird"
"357","Podiceps_grisegena",0.263780218496406,"Red-necked Grebe","rengre",48016,411,"waterbird","waterbird"
"358","Podiceps_nigricollis",0.0227258322416803,"Eared Grebe","eargre",284787,200,"waterbird","waterbird"
"359","Podilymbus_podiceps",2.69613645453105,"Pied-billed Grebe","pibgre",1390255,51,"waterbird","waterbird"
"360","Poecile_atricapillus",15.5827937667715,"Black-capped Chickadee","bkcchi",2247625,31,"landbird","landbird"
"361","Poecile_carolinensis",17.1555677063102,"Carolina Chickadee","carchi",2484269,27,"landbird","landbird"
"362","Poecile_gambeli",4.9998374e-05,"Mountain Chickadee","mouchi",277459,205,"landbird","landbird"
"363","Poecile_rufescens",4.9998374e-05,"Chestnut-backed Chickadee","chbchi",262974,211,"landbird","landbird"
"364","Polioptila_caerulea",0.0974237085855133,"Blue-gray Gnatcatcher","buggna",1530823,47,"landbird","landbird"
"365","Polioptila_melanura",4.9998374e-05,"Black-tailed Gnatcatcher","bktgna",86913,344,"landbird","landbird"
"366","Pooecetes_gramineus",0.0256078681321542,"Vesper Sparrow","vesspa",186322,261,"landbird","landbird"
"367","Porphyrio_martinica",0.000686042824980469,"Purple Gallinule","purgal2",58584,385,"waterbird","waterbird"
"368","Porzana_carolina",0.00698867490699181,"Sora","sora",211425,241,"waterbird","waterbird"
"369","Progne_subis",0.0028065426493954,"Purple Martin","purmar",512255,131,"landbird","landbird"
"370","Protonotaria_citrea",4.9998374e-05,"Prothonotary Warbler","prowar",162232,280,"landbird","warbler"
"371","Psaltriparus_minimus",4.9998374e-05,"Bushtit","bushti",575511,118,"landbird","landbird"
"372","Ptychoramphus_aleuticus",4.9998374e-05,"Cassin's Auklet","casauk",30327,464,"waterbird","waterbird"
"373","Puffinus_opisthomelas",4.9998374e-05,"Black-vented Shearwater","bkvshe",35388,440,"waterbird","waterbird"
"374","Pyrocephalus_rubinus",0.00769524351046359,"Vermilion Flycatcher","verfly",171868,274,"landbird","landbird"
"375","Quiscalus_major",0.424346358324819,"Boat-tailed Grackle","botgra",479745,140,"landbird","blackbird"
"376","Quiscalus_mexicanus",4.9998374e-05,"Great-tailed Grackle","grtgra",761133,90,"landbird","blackbird"
"377","Quiscalus_quiscula",2.18536377330874,"Common Grackle","comgra",2582854,25,"landbird","blackbird"
"378","Rallus_crepitans",0.0412388851281285,"Clapper Rail","clarai11",119974,318,"waterbird","waterbird"
"379","Rallus_elegans",0.00438350022557882,"King Rail","kinrai4",28193,474,"waterbird","waterbird"
"380","Rallus_limicola",0.0241573234093867,"Virginia Rail","virrai",131086,307,"waterbird","waterbird"
"381","Recurvirostra_americana",0.00504528241639583,"American Avocet","ameavo",309263,191,"shorebird","shorebird"
"382","Regulus_calendula",2.2613335499248,"Ruby-crowned Kinglet","ruckin",1634167,44,"landbird","landbird"
"383","Regulus_satrapa",1.93226790759864,"Golden-crowned Kinglet","gockin",577993,117,"landbird","landbird"
"384","Riparia_riparia",4.9998374e-05,"Bank Swallow","banswa",185749,262,"landbird","landbird"
"385","Rynchops_niger",0.0122530243154228,"Black Skimmer","blkski",172981,272,"shorebird","shorebird"
"386","Salpinctes_obsoletus",0.0021493117764372,"Rock Wren","rocwre",141827,300,"landbird","landbird"
"387","Sayornis_nigricans",0.00091222373216984,"Black Phoebe","blkpho",1093646,63,"landbird","landbird"
"388","Sayornis_phoebe",1.18488854951832,"Eastern Phoebe","easpho",1779051,42,"landbird","landbird"
"389","Sayornis_saya",0.00784428599503689,"Say's Phoebe","saypho",496371,135,"landbird","landbird"
"390","Scolopax_minor",0.0221610049002603,"American Woodcock","amewoo",75579,363,"shorebird","shorebird"
"391","Seiurus_aurocapilla",0.0114774225176513,"Ovenbird","ovenbi1",485870,139,"landbird","warbler"
"392","Selasphorus_platycercus",0.000576238828273804,"Broad-tailed Hummingbird","brthum",162110,281,"landbird","landbird"
"393","Selasphorus_rufus",0.207294540996864,"Rufous Hummingbird","rufhum",105686,331,"landbird","landbird"
"394","Selasphorus_sasin",0.0014885698800103,"Allen's Hummingbird","allhum",195429,253,"landbird","landbird"
"395","Setophaga_americana",0.0022008297032086,"Northern Parula","norpar",648818,110,"landbird","warbler"
"396","Setophaga_caerulescens",0.00900040635832526,"Black-throated Blue Warbler","btbwar",230157,224,"landbird","warbler"
"397","Setophaga_castanea",0.000144736229711151,"Bay-breasted Warbler","babwar",96715,337,"landbird","warbler"
"398","Setophaga_cerulea",4.9998374e-05,"Cerulean Warbler","cerwar",49264,409,"landbird","warbler"
"399","Setophaga_citrina",5.27444916899357e-05,"Hooded Warbler","hoowar",228811,226,"landbird","warbler"
"400","Setophaga_coronata",5.5508567398918,"Yellow-rumped Warbler","yerwar",2784070,24,"landbird","warbler"
"401","Setophaga_discolor",0.00507818691920591,"Prairie Warbler","prawar",251312,214,"landbird","warbler"
"402","Setophaga_dominica",0.0929000318833792,"Yellow-throated Warbler","yetwar",254589,213,"landbird","warbler"
"403","Setophaga_fusca",4.9998374e-05,"Blackburnian Warbler","bkbwar",160711,284,"landbird","warbler"
"404","Setophaga_magnolia",0.000144135193880107,"Magnolia Warbler","magwar",333579,182,"landbird","warbler"
"405","Setophaga_nigrescens",0.00334712512066117,"Black-throated Gray Warbler","btywar",120712,317,"landbird","warbler"
"406","Setophaga_occidentalis",4.9998374e-05,"Hermit Warbler","herwar",37527,435,"landbird","warbler"
"407","Setophaga_palmarum",0.314175864503318,"Palm Warbler","palwar",711835,95,"landbird","warbler"
"408","Setophaga_pensylvanica",0.000173598138582434,"Chestnut-sided Warbler","chswar",284720,201,"landbird","warbler"
"409","Setophaga_petechia",0.00137777232542156,"Yellow Warbler","yelwar",1136993,61,"landbird","warbler"
"410","Setophaga_pinus",1.6203964810145,"Pine Warbler","pinwar",700422,98,"landbird","warbler"
"411","Setophaga_ruticilla",0.00118989377368214,"American Redstart","amered",659156,108,"landbird","warbler"
"412","Setophaga_striata",4.9998374e-05,"Blackpoll Warbler","bkpwar",221923,231,"landbird","warbler"
"413","Setophaga_tigrina",0.00950951360522547,"Cape May Warbler","camwar",115436,323,"landbird","warbler"
"414","Setophaga_townsendi",0.0131494772642498,"Townsend's Warbler","towwar",179228,267,"landbird","warbler"
"415","Setophaga_virens",0.000363084969210939,"Black-throated Green Warbler","btnwar",361488,176,"landbird","warbler"
"416","Sialia_currucoides",0.00180390059634076,"Mountain Bluebird","moublu",105456,332,"landbird","thrush"
"417","Sialia_mexicana",4.9998374e-05,"Western Bluebird","wesblu",421511,158,"landbird","thrush"
"418","Sialia_sialis",6.27477063997364,"Eastern Bluebird","easblu",1932057,36,"landbird","thrush"
"419","Sitta_canadensis",2.89871278297868,"Red-breasted Nuthatch","rebnut",520666,128,"landbird","landbird"
"420","Sitta_carolinensis",21.3390032834173,"White-breasted Nuthatch","whbnut",2903940,22,"landbird","landbird"
"421","Sitta_pusilla",1.06169769787584,"Brown-headed Nuthatch","bnhnut",299340,196,"landbird","landbird"
"422","Sitta_pygmaea",4.9998374e-05,"Pygmy Nuthatch","pygnut",180926,265,"landbird","landbird"
"423","Somateria_mollissima",0.427466953522089,"Common Eider","comeid",112450,325,"waterfowl","waterfowl"
"424","Spatula_clypeata",1.10561314767344,"Northern Shoveler","norsho",951147,75,"waterfowl","waterfowl"
"425","Spatula_cyanoptera",0.000103541912675504,"Cinnamon Teal","cintea",268686,209,"waterfowl","waterfowl"
"426","Spatula_discors",0.0703637337315182,"Blue-winged Teal","buwtea",658935,109,"waterfowl","waterfowl"
"427","Sphyrapicus_nuchalis",4.9998374e-05,"Red-naped Sapsucker","rensap",53616,394,"landbird","landbird"
"428","Sphyrapicus_ruber",4.9998374e-05,"Red-breasted Sapsucker","rebsap",62863,378,"landbird","landbird"
"429","Sphyrapicus_varius",3.33314695230298,"Yellow-bellied Sapsucker","yebsap",525663,126,"landbird","landbird"
"430","Spinus_lawrencei",4.9998374e-05,"Lawrence's Goldfinch","lawgol",33464,448,"landbird","landbird"
"431","Spinus_pinus",1.47095451640116,"Pine Siskin","pinsis",463453,143,"landbird","landbird"
"432","Spinus_psaltria",4.9998374e-05,"Lesser Goldfinch","lesgol",998864,71,"landbird","landbird"
"433","Spinus_tristis",20.228233263456,"American Goldfinch","amegfi",3982283,11,"landbird","landbird"
"434","Spiza_americana",0.079052040777933,"Dickcissel","dickci",175545,269,"landbird","landbird"
"435","Spizella_breweri",0.000225706013604453,"Brewer's Sparrow","brespa",89744,342,"landbird","landbird"
"436","Spizella_pallida",0.0494830485770128,"Clay-colored Sparrow","clcspa",61904,381,"landbird","landbird"
"437","Spizella_passerina",1.77607737564319,"Chipping Sparrow","chispa",1836501,39,"landbird","landbird"
"438","Spizella_pusilla",0.475701778100631,"Field Sparrow","fiespa",816757,83,"landbird","landbird"
"439","Spizelloides_arborea",3.81888505770332,"American Tree Sparrow","amtspa",430546,155,"landbird","landbird"
"440","Stelgidopteryx_serripennis",0.00834035574435159,"Northern Rough-winged Swallow","nrwswa",807212,84,"landbird","landbird"
"441","Stercorarius_parasiticus",0.000578480409581451,"Parasitic Jaeger","parjae",33587,447,"waterbird","waterbird"
"442","Stercorarius_pomarinus",0.000972575860452829,"Pomarine Jaeger","pomjae",30434,463,"waterbird","waterbird"
"443","Sterna_forsteri",0.172016000319627,"Forster's Tern","forter",561577,122,"waterbird","gull_tern"
"444","Sterna_hirundo",0.000133713822307802,"Common Tern","comter",190784,256,"waterbird","gull_tern"
"445","Sternula_antillarum",4.9998374e-05,"Least Tern","leater1",198710,248,"waterbird","gull_tern"
"446","Streptopelia_decaocto",0.107843164366665,"Eurasian Collared-Dove","eucdov",1122528,62,"landbird","landbird"
"447","Strix_varia",0.1826263522863,"Barred Owl","brdowl",240865,217,"landbird","landbird"
"448","Sturnella_magna",0.263133063353024,"Eastern Meadowlark","easmea",633020,114,"landbird","landbird"
"449","Sturnella_neglecta",0.00020161905302284,"Western Meadowlark","wesmea",539434,124,"landbird","landbird"
"450","Sturnus_vulgaris",14.36475526163,"European Starling","eursta",4314466,6,"landbird","landbird"
"451","Tachybaptus_dominicus",4.9998374e-05,"Least Grebe","leagre",40832,431,"waterbird","waterbird"
"452","Tachycineta_bicolor",0.270640419137288,"Tree Swallow","treswa",1799842,40,"landbird","landbird"
"453","Tachycineta_thalassina",4.9998374e-05,"Violet-green Swallow","vigswa",257273,212,"landbird","landbird"
"454","Thalasseus_elegans",4.9998374e-05,"Elegant Tern","eleter1",78830,358,"waterbird","gull_tern"
"455","Thalasseus_maximus",0.0200358154037548,"Royal Tern","royter1",357863,178,"waterbird","gull_tern"
"456","Thalasseus_sandvicensis",0.00121543528470161,"Sandwich Tern","santer1",93506,339,"waterbird","gull_tern"
"457","Thryomanes_bewickii",4.9998374e-05,"Bewick's Wren","bewwre",692917,99,"landbird","landbird"
"458","Thryothorus_ludovicianus",19.4517184904206,"Carolina Wren","carwre",3242925,19,"landbird","landbird"
"459","Toxostoma_crissale",4.9998374e-05,"Crissal Thrasher","crithr",32175,454,"landbird","landbird"
"460","Toxostoma_curvirostre",4.9998374e-05,"Curve-billed Thrasher","cubthr",213992,238,"landbird","landbird"
"461","Toxostoma_longirostre",4.9998374e-05,"Long-billed Thrasher","lobthr",64680,377,"landbird","landbird"
"462","Toxostoma_redivivum",4.9998374e-05,"California Thrasher","calthr",115524,322,"landbird","landbird"
"463","Toxostoma_rufum",1.31124018836729,"Brown Thrasher","brnthr",910939,76,"landbird","landbird"
"464","Tringa_flavipes",0.0149497396702093,"Lesser Yellowlegs","lesyel",427503,157,"shorebird","shorebird"
"465","Tringa_melanoleuca",0.177755713519228,"Greater Yellowlegs","greyel",714938,94,"shorebird","shorebird"
"466","Tringa_semipalmata",0.0618830443872595,"Willet","willet1",569248,120,"shorebird","shorebird"
"467","Tringa_solitaria",0.000964528882446572,"Solitary Sandpiper","solsan",225419,228,"shorebird","shorebird"
"468","Troglodytes_aedon",0.199490240948565,"House Wren","houwre",1425789,49,"landbird","landbird"
"469","Troglodytes_hiemalis",0.689469878505423,"Winter Wren","winwre3",195824,252,"landbird","landbird"
"470","Troglodytes_pacificus",4.9998374e-05,"Pacific Wren","pacwre1",47850,412,"landbird","landbird"
"471","Turdus_grayi",4.9998374e-05,"Clay-colored Thrush","clcrob",23668,499,"landbird","thrush"
"472","Turdus_migratorius",11.9618115390301,"American Robin","amerob",5344068,4,"landbird","thrush"
"473","Tyrannus_couchii",0.000640987363175082,"Couch's Kingbird","coukin",62214,380,"landbird","landbird"
"474","Tyrannus_dominicensis",4.9998374e-05,"Gray Kingbird","grykin",24785,493,"landbird","landbird"
"475","Tyrannus_forficatus",0.000226946015505458,"Scissor-tailed Flycatcher","sctfly",212338,239,"landbird","landbird"
"476","Tyrannus_melancholicus",4.9998374e-05,"Tropical Kingbird","trokin",34935,441,"landbird","landbird"
"477","Tyrannus_tyrannus",4.9998374e-05,"Eastern Kingbird","easkin",838225,82,"landbird","landbird"
"478","Tyrannus_verticalis",0.0210989655610691,"Western Kingbird","weskin",379102,169,"landbird","landbird"
"479","Tyrannus_vociferans",0.0020287093878456,"Cassin's Kingbird","caskin",198830,247,"landbird","landbird"
"480","Tyto_alba",0.00768100192536065,"Barn Owl","brnowl",59562,383,"landbird","landbird"
"481","Uria_aalge",0.00092586837693223,"Common Murre","commur",77983,360,"waterbird","waterbird"
"482","Vermivora_chrysoptera",4.9998374e-05,"Golden-winged Warbler","gowwar",32064,455,"landbird","warbler"
"483","Vermivora_cyanoptera",4.9998374e-05,"Blue-winged Warbler","buwwar",146579,296,"landbird","warbler"
"484","Vireo_bellii",0.000637697778917826,"Bell's Vireo","belvir",119852,319,"landbird","vireo"
"485","Vireo_cassinii",4.9998374e-05,"Cassin's Vireo","casvir",49763,407,"landbird","landbird"
"486","Vireo_flavifrons",4.9998374e-05,"Yellow-throated Vireo","yetvir",274142,206,"landbird","vireo"
"487","Vireo_gilvus",4.9998374e-05,"Warbling Vireo","warvir",641670,111,"landbird","vireo"
"488","Vireo_griseus",0.0570345919119185,"White-eyed Vireo","whevir",708764,96,"landbird","vireo"
"489","Vireo_huttoni",4.9998374e-05,"Hutton's Vireo","hutvir",172445,273,"landbird","vireo"
"490","Vireo_olivaceus",4.9998374e-05,"Red-eyed Vireo","reevir1",1014356,67,"landbird","vireo"
"491","Vireo_philadelphicus",4.9998374e-05,"Philadelphia Vireo","phivir",51155,400,"landbird","vireo"
"492","Vireo_plumbeus",4.9998374e-05,"Plumbeous Vireo","plsvir",71007,369,"landbird","vireo"
"493","Vireo_solitarius",0.125516599371781,"Blue-headed Vireo","buhvir",325063,185,"landbird","vireo"
"494","Xanthocephalus_xanthocephalus",0.0159974241257469,"Yellow-headed Blackbird","yehbla",146659,295,"landbird","blackbird"
"495","Zenaida_asiatica",0.0160466402996781,"White-winged Dove","whwdov",678325,105,"landbird","landbird"
"496","Zenaida_macroura",21.6445868416729,"Mourning Dove","moudov",6321660,1,"landbird","landbird"
"497","Zonotrichia_albicollis",21.2819565044707,"White-throated Sparrow","whtspa",1949036,35,"landbird","landbird"
"498","Zonotrichia_atricapilla",0.00232353894429417,"Golden-crowned Sparrow","gocspa",317111,189,"landbird","landbird"
"499","Zonotrichia_leucophrys",0.711839075759601,"White-crowned Sparrow","whcspa",1420665,50,"landbird","landbird"
"500","Zonotrichia_querula",0.0725171846109829,"Harris's Sparrow","harspa",81658,353,"landbird","landbird"
